City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
283,khatanga,71.9667,102.5,46.56,66,97,11.63,RU,1659324477
284,nanortalik,60.1432,-45.2371,45.72,94,90,5.95,GL,1659324478
285,abrau-dyurso,44.69,37.59,76.46,94,1,9.84,RU,1659324478
286,matelandia,-25.2408,-53.9964,57.7,66,10,3.71,BR,1659324478
287,praia,14.9215,-23.5087,77.54,73,75,11.5,CV,1659324479
288,stokmarknes,68.5646,14.9108,53.58,87,75,0.0,NO,1659324479
289,neepawa,50.2289,-99.4664,59.4,85,48,2.82,CA,1659324480
290,port blair,11.6667,92.75,86.04,74,40,9.22,IN,1659324480
291,santa ana,33.7456,-117.8678,85.26,68,40,5.75,US,1659324480
292,tura,25.5198,90.2201,73.92,98,100,5.17,IN,1659324481
293,faya,18.3851,42.4509,64.92,66,79,2.93,SA,1659324481
294,hambantota,6.1241,81.1185,80.94,94,75,11.5,LK,1659324481
295,tynset,62.2759,10.7824,46.02,96,100,7.87,NO,1659324482
296,katsuura,35.1333,140.3,87.48,71,88,13.87,JP,1659324482
297,lebane,42.9239,21.7375,57.79,76,0,2.21,RS,1659324483
298,alice town,25.7167,-79.3,84.34,77,25,17.34,BS,1659324483
299,port elizabeth,-33.918,25.5701,49.32,82,0,5.75,ZA,1659324255
300,kahului,20.8947,-156.47,84.22,66,40,23.02,US,1659324484
301,bereda,43.2686,-7.5406,64.15,100,67,6.17,ES,1659324484
302,vysokogornyy,50.1167,139.15,81.59,49,74,4.34,RU,1659324485
303,snasa,64.2457,12.3778,53.74,99,100,3.87,NO,1659324485
304,shama,33.6102,104.2852,72.88,60,100,4.25,CN,1659324486
305,san-pedro,4.7485,-6.6363,74.23,80,100,11.27,CI,1659324486
306,salinopolis,-0.6136,-47.3561,78.12,86,98,8.86,BR,1659324486
307,tuatapere,-46.1333,167.6833,50.68,78,100,9.69,NZ,1659324487
308,akureyri,65.6835,-18.0878,46.33,71,100,11.5,IS,1659324487
309,dauriya,49.9333,116.8667,81.41,37,40,9.75,RU,1659324488
310,korla,41.7597,86.1469,84.92,30,72,15.5,CN,1659324488
311,akyab,20.15,92.9,85.75,72,99,1.36,MM,1659324489
312,ketchikan,55.3422,-131.6461,63.07,77,75,12.66,US,1659324489
313,sioux lookout,50.1001,-91.917,59.07,94,100,8.05,CA,1659324455
314,kavaratti,10.5669,72.642,78.37,85,100,25.7,IN,1659324490
315,ramhormoz,31.28,49.6035,93.09,47,2,4.36,IR,1659324490
316,baker city,44.7749,-117.8344,89.31,29,20,11.5,US,1659324491
317,kambove,-10.8764,26.5969,57.4,49,0,4.12,CD,1659324491
318,kutum,14.2,24.6667,67.6,78,100,7.63,SD,1659324492
319,geraldton,-28.7667,114.6,72.01,56,75,32.21,AU,1659324492
320,san quintin,30.4833,-115.95,71.02,76,2,8.84,MX,1659324493
321,cherskiy,68.75,161.3,72.73,32,35,16.44,RU,1659324493
322,hashtgerd,35.9642,50.6858,69.64,55,96,3.49,IR,1659324494
323,batouri,4.4333,14.3667,66.06,94,99,3.44,CM,1659324494
324,marzuq,14.4,46.4667,74.43,69,62,12.44,YE,1659324494
325,sorland,67.667,12.6934,53.46,79,100,13.62,NO,1659324495
326,oudtshoorn,-33.5907,22.2014,37.76,80,0,1.25,ZA,1659324495
327,merritt,50.1123,-120.7942,79.2,33,0,5.79,CA,1659324496
328,buta,2.7858,24.73,69.24,99,100,1.86,CD,1659324496
329,luoyang,34.6836,112.4536,89.38,55,0,4.5,CN,1659324497
330,amapa,1.0,-52.0,71.44,99,95,2.06,BR,1659324497
331,mayumba,-3.432,10.6554,69.12,95,86,6.15,GA,1659324498
332,christchurch,-43.5333,172.6333,55.47,57,1,11.5,NZ,1659324257
333,santa marta,11.2408,-74.199,84.25,74,40,6.91,CO,1659324498
334,puerto escondido,15.85,-97.0667,85.03,70,75,3.44,MX,1659324499
335,de aar,-30.6497,24.0123,37.4,55,0,8.77,ZA,1659324499
336,coihaique,-45.5752,-72.0662,35.55,80,0,5.75,CL,1659324304
337,vestmanna,62.1564,-7.1664,47.62,89,73,12.35,FO,1659324500
338,yenagoa,4.9247,6.2642,73.06,92,100,4.29,NG,1659324500
339,wanning,18.8003,110.3967,89.35,62,9,5.21,CN,1659324501
340,diffa,13.3154,12.6113,80.98,55,98,7.4,NE,1659324501
341,aklavik,68.2191,-135.0107,59.45,58,100,13.91,CA,1659324502
342,santa lucia,27.9117,-15.5407,65.52,78,20,24.16,ES,1659324502
343,namibe,-15.1961,12.1522,56.17,79,8,10.71,AO,1659324502
344,zuwarah,32.9312,12.082,79.68,73,0,6.44,LY,1659324503
345,kabare,-2.4683,28.8242,60.78,91,52,1.39,CD,1659324503
346,cartagena,10.3997,-75.5144,82.02,89,75,2.3,CO,1659324392
347,karaton,-6.3424,106.1045,84.83,56,65,4.94,ID,1659324504
348,sept-iles,50.2001,-66.3821,66.72,98,75,4.61,CA,1659324504
349,fergus falls,46.283,-96.0776,69.06,92,0,11.5,US,1659324448
350,bilma,18.6853,12.9164,86.99,42,82,7.14,NE,1659324505
351,portland,45.5234,-122.6762,92.79,45,20,5.75,US,1659324470
352,aykhal,66.0,111.5,52.74,93,100,14.18,RU,1659324505
353,gazanjyk,39.2446,55.5154,86.38,41,2,5.14,TM,1659324506
354,kiruna,67.8557,20.2251,45.52,93,46,2.3,SE,1659324506
355,urumqi,43.801,87.6005,79.75,39,0,8.95,CN,1659324291
356,birmitrapur,22.4,84.7667,82.49,74,100,3.2,IN,1659324507
357,lagos,6.5833,3.75,74.21,90,100,9.55,NG,1659324400
358,mecca,21.4267,39.8261,85.98,32,100,3.33,SA,1659324507
359,hami,42.8,93.45,91.38,20,57,7.49,CN,1659324508
360,port lincoln,-34.7333,135.8667,60.24,61,0,17.85,AU,1659324508
361,malakal,9.5334,31.6605,70.95,95,94,3.6,SS,1659324509
362,akdepe,42.0551,59.3788,80.69,39,43,7.96,TM,1659324509
363,ostrovnoy,68.0531,39.5131,56.34,76,95,4.38,RU,1659324510
364,natitingou,10.3042,1.3796,70.3,96,75,4.92,BJ,1659324510
365,blackwater,-23.5833,148.8833,72.34,49,95,4.63,AU,1659324510
366,la ronge,55.1001,-105.2842,61.02,59,20,3.44,CA,1659324511
367,cockburn town,21.4612,-71.1419,82.09,85,0,18.59,TC,1659324511
368,tynda,55.1667,124.7167,73.36,63,100,4.29,RU,1659324512
369,codajas,-3.8367,-62.0569,75.06,82,24,3.31,BR,1659324512
370,edeia,-17.3383,-49.9314,71.51,36,0,4.52,BR,1659324513
371,boca do acre,-8.7522,-67.3978,76.91,69,27,1.45,BR,1659324513
372,dongsheng,39.8161,109.9776,79.52,43,47,16.8,CN,1659324513
373,yate,51.5407,-2.4184,60.19,75,99,4.63,GB,1659324514
374,semporna,4.4818,118.6112,78.67,87,100,6.35,MY,1659324514
375,yumen,40.2833,97.2,81.82,28,43,12.66,CN,1659324515
376,souillac,-20.5167,57.5167,70.18,83,40,4.61,MU,1659324515
377,rawson,-43.3002,-65.1023,45.34,83,100,8.48,AR,1659324515
378,chernyshevskiy,63.0128,112.4714,75.94,57,17,3.02,RU,1659324516
379,goundam,16.4145,-3.6708,89.91,40,98,6.02,ML,1659324516
380,sur,22.5667,59.5289,85.44,65,63,9.48,OM,1659324517
381,acajutla,13.5928,-89.8275,80.1,82,84,8.08,SV,1659324517
382,mahebourg,-20.4081,57.7,70.09,83,40,4.61,MU,1659324517
383,villa maria,-32.4075,-63.2402,54.09,50,11,5.48,AR,1659324334
384,codrington,-38.2667,141.9667,55.87,73,78,18.63,AU,1659324518
385,norman wells,65.282,-126.8329,71.64,49,75,3.44,CA,1659324518
386,quatre cocos,-20.2078,57.7625,69.91,74,0,11.97,MU,1659324519
387,baykit,61.67,96.37,67.37,85,100,3.8,RU,1659324519
388,freeport,40.6576,-73.5832,78.96,71,0,12.66,US,1659324520
389,campeche,19.0,-90.5,73.71,95,100,1.36,MX,1659324520
390,phan thiet,10.9333,108.1,76.96,93,100,11.43,VN,1659324521
391,tangermunde,52.5446,11.9765,65.95,85,89,6.4,DE,1659324521
392,port hardy,50.6996,-127.4199,64.58,82,75,10.36,CA,1659324522
393,rocha,-34.4833,-54.3333,46.2,84,9,4.61,UY,1659324506
394,hervey bay,-25.2986,152.8535,71.02,66,100,4.0,AU,1659324522
395,naga,13.6192,123.1814,87.78,64,100,5.82,PH,1659324523
396,alofi,-19.0595,-169.9187,80.49,69,16,13.8,NU,1659324239
397,kikwit,-5.041,18.8162,73.0,49,34,3.0,CD,1659324523
398,deneysville,-26.8908,28.0971,46.87,88,46,10.49,ZA,1659324524
399,matay,28.419,30.7792,77.92,64,1,9.64,EG,1659324524
400,westerland,54.9079,8.3033,59.02,82,40,20.71,DE,1659324524
401,polonnaruwa,7.9333,81.0,81.01,74,97,11.01,LK,1659324525
402,divnogorsk,55.9594,92.3619,75.74,64,69,8.37,RU,1659324525
403,sunrise manor,36.2111,-115.0731,87.89,49,75,11.5,US,1659324393
404,vondrozo,-22.8167,47.2833,56.73,97,26,3.2,MG,1659324526
405,juneau,58.3019,-134.4197,61.84,95,100,4.61,US,1659324512
406,kununurra,-15.7667,128.7333,87.78,15,41,8.05,AU,1659324526
407,le port,-20.9373,55.2919,69.26,69,9,9.33,RE,1659324527
408,alingsas,57.9303,12.5335,62.46,99,100,6.35,SE,1659324527
409,boras,57.721,12.9401,59.56,99,100,5.41,SE,1659324528
410,san jose de gracia,20.6667,-102.5833,65.35,75,99,1.21,MX,1659324528
411,pringsewu,-5.3582,104.9744,84.09,70,61,3.74,ID,1659324529
412,ewa beach,21.3156,-158.0072,82.35,58,40,17.27,US,1659324529
413,enshi,30.3,109.4833,88.72,57,1,1.86,CN,1659324529
414,mitsamiouli,-11.3847,43.2844,71.89,83,20,5.75,KM,1659324530
415,yunhe,34.0833,119.7167,87.01,71,0,6.98,CN,1659324530
416,college,64.8569,-147.8028,67.28,70,75,5.75,US,1659324531
417,husavik,66.0449,-17.3389,41.61,95,100,8.55,IS,1659324531
418,manicore,-5.8092,-61.3003,76.01,71,61,2.93,BR,1659324532
419,umm kaddadah,13.6017,26.6876,78.42,61,100,3.71,SD,1659324532
420,richmond,37.5538,-77.4603,75.25,95,100,8.05,US,1659324432
421,grand gaube,-20.0064,57.6608,70.2,83,0,4.0,MU,1659324426
422,yarada,17.65,83.2667,86.32,74,20,3.44,IN,1659324533
423,fairbanks,64.8378,-147.7164,67.6,72,75,5.75,US,1659324334
424,dwarka,22.2394,68.9678,81.23,81,100,20.22,IN,1659324401
425,avera,33.194,-82.5271,78.31,49,22,5.95,US,1659324534
426,coxim,-18.5067,-54.76,72.84,38,0,2.77,BR,1659324534
427,whitehorse,60.7161,-135.0538,65.17,51,75,9.22,CA,1659324534
428,rio gallegos,-51.6226,-69.2181,37.45,70,100,5.75,AR,1659324535
429,sao joao da barra,-21.6403,-41.0511,66.92,76,0,5.41,BR,1659324535
430,lagoa,39.05,-27.9833,72.32,75,0,9.06,PT,1659324536
431,basco,20.4487,121.9702,84.96,76,100,13.18,PH,1659324536
432,zimapan,20.75,-99.35,57.38,94,20,4.7,MX,1659324536
433,bouca,6.5105,18.2733,68.49,97,92,2.55,CF,1659324537
434,helong,42.5397,128.9972,83.59,68,100,2.51,CN,1659324537
435,hualmay,-11.0964,-77.6139,61.63,85,4,9.1,PE,1659324537
436,tupaciguara,-18.5922,-48.705,66.58,39,0,4.9,BR,1659324538
437,desna,50.9273,30.7605,65.86,66,100,7.4,UA,1659324538
438,nara,34.6851,135.8049,97.97,38,71,4.76,JP,1659324539
439,chicama,-7.8447,-79.1469,59.54,87,19,5.32,PE,1659324539
440,kaoma,-14.7833,24.8,51.13,45,0,4.61,ZM,1659324540
441,aden,12.7794,45.0367,83.7,75,23,4.16,YE,1659324281
442,alakurtti,66.9672,30.3491,53.53,99,100,1.74,RU,1659324540
443,tandil,-37.3217,-59.1332,47.48,88,25,3.62,AR,1659324541
444,porto novo,6.4965,2.6036,75.02,83,100,11.9,BJ,1659324541
445,padang,-0.9492,100.3543,87.85,74,100,1.25,ID,1659324542
446,wala,4.578,12.3154,66.42,99,100,3.74,CM,1659324542
447,verkhoyansk,67.5447,133.385,83.32,39,98,14.79,RU,1659324543
448,churapcha,62.0025,132.4325,86.18,37,100,10.45,RU,1659324543
449,ginir,7.1333,40.7,57.58,84,100,9.55,ET,1659324544
450,beruwala,6.4788,79.9828,78.73,87,100,15.5,LK,1659324544
451,strezhevoy,60.7333,77.5889,58.15,54,0,10.54,RU,1659324545
452,muros,42.7762,-9.0603,67.15,79,1,9.01,ES,1659324545
453,broken hill,-31.95,141.4333,57.36,37,0,3.13,AU,1659324545
454,ambilobe,-13.2,49.05,62.58,84,1,3.42,MG,1659324546
455,altamont,42.2068,-121.7372,67.37,69,90,9.22,US,1659324546
456,nkowakowa,-23.8878,30.2871,58.3,83,84,5.93,ZA,1659324547
457,marktoberdorf,47.7833,10.6167,62.1,76,96,4.23,DE,1659324547
458,ust-nera,64.5667,143.2,78.6,46,65,5.99,RU,1659324547
459,cidreira,-30.1811,-50.2056,58.12,90,7,8.97,BR,1659324548
460,terrace,54.5163,-128.6035,75.11,60,100,5.75,CA,1659324389
461,simdega,22.6167,84.5167,81.82,72,100,3.69,IN,1659324549
462,beira,-19.8436,34.8389,69.89,78,20,5.75,MZ,1659324549
463,tessalit,20.1986,1.0114,90.91,18,29,2.64,ML,1659324549
464,ciudad bolivar,8.1222,-63.5497,76.33,87,100,9.64,VE,1659324550
465,nizhniy kuranakh,58.8353,125.4869,76.57,55,100,4.81,RU,1659324550
466,waipawa,-41.4122,175.5153,51.57,60,3,6.53,NZ,1659324551
467,tromso,69.6496,18.957,55.42,82,0,1.14,NO,1659324450
468,lodwar,3.1191,35.5973,79.38,56,45,3.98,KE,1659324551
469,monrovia,6.3005,-10.7969,75.97,84,100,7.96,LR,1659324552
470,xuzhou,34.1805,117.1571,89.1,64,0,3.76,CN,1659324552
471,yelizovo,53.1873,158.3805,66.34,55,75,8.99,RU,1659324553
472,watrous,51.6668,-105.4679,65.98,77,81,6.91,CA,1659324553
473,monte alegre,-2.0078,-54.0692,74.61,89,49,1.45,BR,1659324365
474,dakar,14.6937,-17.4441,80.73,78,40,9.22,SN,1659324257
475,itaituba,-4.2761,-55.9836,73.15,93,79,2.55,BR,1659324554
476,bonoua,5.2741,-3.595,76.62,81,100,9.08,CI,1659324555
477,pandan,14.0453,124.1694,86.54,67,100,4.99,PH,1659324555
478,concordia,-31.393,-58.0209,52.79,91,0,1.99,AR,1659324555
479,ulaangom,49.9811,92.0667,69.94,49,100,4.68,MN,1659324556
480,mercedes,-34.6515,-59.4307,49.03,81,0,5.64,AR,1659324556
481,mount isa,-20.7333,139.5,82.17,20,0,6.91,AU,1659324557
482,belmonte,-15.8631,-38.8828,71.49,86,5,5.32,BR,1659324557
483,bodden town,19.2833,-81.25,89.01,82,20,6.91,KY,1659324557
484,menongue,-14.6585,17.691,50.86,51,2,2.64,AO,1659324282
485,samana,19.2056,-69.3369,79.86,86,11,7.94,DO,1659324558
486,svobodnyy,51.4,128.1333,81.55,51,100,8.21,RU,1659324424
487,mikuni,36.2171,136.1519,91.31,59,98,10.8,JP,1659324559
488,bathsheba,13.2167,-59.5167,83.01,90,40,20.71,BB,1659324559
489,comodoro rivadavia,-45.8667,-67.5,40.86,48,0,2.3,AR,1659324482
490,teguise,29.0605,-13.564,70.02,83,0,18.41,ES,1659324560
491,gwadar,25.1216,62.3254,81.28,84,100,8.39,PK,1659324561
492,atar,20.5169,-13.0499,87.26,50,1,15.19,MR,1659324561
493,tecoanapa,16.5167,-98.75,82.2,79,84,7.47,MX,1659324433
494,bima,-8.4667,118.7167,91.11,47,73,6.8,ID,1659324562
495,eyrarbakki,63.863,-21.1481,48.25,80,70,11.12,IS,1659324562
496,hammerfest,70.6634,23.6821,57.65,77,46,4.61,NO,1659324563
497,maarianhamina,60.0973,19.9348,51.66,100,21,1.14,AX,1659324563
498,lahij,13.1667,44.5833,82.27,64,5,3.65,YE,1659324564
499,oyama,36.3,139.8,97.59,39,95,3.47,JP,1659324564
500,shellbrook,53.2168,-106.4011,65.43,71,86,3.04,CA,1659324564
501,lahaina,20.8783,-156.6825,84.2,81,5,15.19,US,1659324425
502,high rock,26.6208,-78.2833,84.16,74,75,13.38,BS,1659324565
503,medan,3.5833,98.6667,82.44,83,75,0.0,ID,1659324565
504,mountain home,43.133,-115.6912,94.48,12,0,0.0,US,1659324566
505,basoko,1.2391,23.616,69.51,94,100,3.76,CD,1659324566
506,portmore,17.9702,-76.8672,85.96,76,20,19.57,JM,1659324567
507,asau,46.4333,26.4,60.28,94,32,4.5,RO,1659324567
508,seoul,37.5683,126.9778,89.17,74,75,10.36,KR,1659324536
509,kanigoro,-8.13,112.219,84.34,58,56,2.44,ID,1659324568
510,san policarpo,12.1791,125.5072,85.48,71,83,11.72,PH,1659324568
511,palembang,-2.9167,104.7458,86.09,74,40,6.91,ID,1659324568
512,nago,26.5881,127.9761,82.83,84,100,15.57,JP,1659324569
513,pizhanka,57.4604,48.542,58.78,80,0,4.74,RU,1659324569
514,nome,64.5011,-165.4064,59.07,68,40,9.22,US,1659324570
515,xichang,27.8964,102.2634,73.42,76,96,3.58,CN,1659324570
516,fort nelson,58.8053,-122.7002,67.59,68,75,6.91,CA,1659324571
517,hebi,35.8992,114.1925,88.7,59,2,4.32,CN,1659324571
518,paraiso,9.8383,-83.8656,67.06,95,87,3.42,CR,1659324571
519,guacimo,10.2104,-83.6807,73.02,95,31,2.8,CR,1659324572
520,liangxiang,39.7319,116.14,91.4,50,0,4.27,CN,1659324572
521,abatskoye,56.2875,70.4555,62.08,90,99,9.82,RU,1659324573
522,sesheke,-17.4759,24.2968,53.94,29,0,6.02,ZM,1659324573
523,puerto carreno,6.189,-67.4859,75.63,95,100,4.72,CO,1659324573
524,manta,-0.95,-80.7333,71.38,83,20,9.22,EC,1659324574
525,divnomorskoye,44.5011,38.1353,76.01,92,34,9.4,RU,1659324574
526,oranjemund,-28.55,16.4333,52.74,49,0,11.63,NA,1659324575
527,sembakung,3.8167,117.25,80.49,79,100,2.42,ID,1659324575
528,acapulco,16.8634,-99.8901,84.02,79,40,6.91,MX,1659324576
529,wewak,-3.5534,143.6268,85.71,65,96,8.59,PG,1659324576
530,gizo,-8.103,156.8419,85.68,64,3,4.7,SB,1659324576
531,snezhnogorsk,69.1933,33.2531,51.58,88,100,5.37,RU,1659324577
532,nishihara,26.1842,127.7558,83.48,84,75,12.66,JP,1659324577
533,udachnyy,66.4167,112.4,53.96,84,100,17.58,RU,1659324578
534,tomatlan,19.9333,-105.25,77.83,85,100,2.71,MX,1659324578
535,banfora,10.6333,-4.7667,75.29,89,100,3.8,BF,1659324578
536,boa vista,2.8197,-60.6733,80.58,78,20,5.75,BR,1659324308
537,waddan,29.1614,16.139,77.05,50,0,2.17,LY,1659324579
538,lakatoro,-16.0999,167.4164,82.18,71,7,10.18,VU,1659324579
539,barra do garcas,-15.89,-52.2567,68.92,33,0,1.52,BR,1659324580
540,marrakesh,31.6315,-8.0083,87.87,37,40,1.14,MA,1659324580
541,constitucion,-35.3333,-72.4167,48.6,89,91,5.08,CL,1659324581
542,paredon,16.0333,-93.8667,80.78,83,98,7.81,MX,1659324581
543,amahai,-3.3333,128.9167,81.57,78,100,5.44,ID,1659324582
544,zalantun,48.0,122.7167,82.74,55,2,2.77,CN,1659324582
545,lamu,-2.2717,40.902,73.62,75,74,15.3,KE,1659324582
546,peleduy,59.6289,112.7406,72.41,69,91,7.7,RU,1659324583
547,erzurum,40.0,41.5,51.48,59,0,4.45,TR,1659324583
548,richards bay,-28.783,32.0377,60.26,75,100,7.18,ZA,1659324584
549,cabedelo,-6.9811,-34.8339,74.07,83,86,11.63,BR,1659324584
550,laguna,38.421,-121.4238,81.97,61,0,8.05,US,1659324584
551,lobatse,-25.2167,25.6667,51.67,33,51,7.2,BW,1659324585
552,ust-tsilma,65.441,52.1498,61.21,83,100,6.33,RU,1659324585
553,okhotsk,59.3833,143.3,58.91,86,100,8.25,RU,1659324586
554,carauari,-4.8828,-66.8958,78.85,73,99,1.25,BR,1659324586
555,columbus,39.9612,-82.9988,71.2,86,0,5.75,US,1659324520
556,havelock,34.8791,-76.9013,84.18,93,0,8.05,US,1659324587
557,ust-omchug,61.15,149.6333,49.98,92,100,7.54,RU,1659324587
558,lakes entrance,-37.8811,147.981,62.17,41,0,12.62,AU,1659324587
559,calamar,10.2511,-74.9146,78.17,91,100,4.79,CO,1659324588
560,spornoye,50.8448,37.2913,58.62,64,73,9.08,RU,1659324588
561,almansa,38.8692,-1.0971,70.36,78,0,3.15,ES,1659324589
562,port-gentil,-0.7193,8.7815,74.16,86,55,13.62,GA,1659324589
563,anshun,26.25,105.9333,74.79,73,45,11.5,CN,1659324589
564,palauig,15.435,119.9045,80.65,84,100,10.69,PH,1659324590
565,althofen,46.8818,14.4676,59.56,78,46,2.84,AT,1659324590
566,port-cartier,50.0334,-66.8654,66.42,93,83,6.53,CA,1659324590
567,abnub,27.2696,31.1511,81.01,52,26,7.65,EG,1659324591
